DroAr1_S1_R1_001_trimmed.sorted.bam	14096588
DroAr2_S2_R1_001_trimmed.sorted.bam	16147428
DroAr3_S3_R1_001_trimmed.sorted.bam	12636628
DroAr4_S4_R1_001_trimmed.sorted.bam	14871087
DroAr5_S5_R1_001_trimmed.sorted.bam	12946390
DroAr6_S6_R1_001_trimmed.sorted.bam	24786670
DroAr7_S7_R1_001_trimmed.sorted.bam	15608627
DroAr8_S8_R1_001_trimmed.sorted.bam	16350000
DroAr9_S9_R1_001_trimmed.sorted.bam	13867587
